,xgb,rf
all_tf,0.5352506327645896,0.44887313808574636
t20_corr,0.35825073492894555,0.3724989014484401
t20_RF_perm,0.47694301780282167,0.4775638275459472
t20_XGB_perm,0.5239192839427149,0.48677979104277225
